,Substrate values g/L,qs (gsub/gbio*h)
0,0.4719083105213037,0.13764959573985888
1,0.9777815659945134,0.2833154585017919
2,1.951148071472555,0.44209426265901286
3,2.347058529277101,4.19560198684435
4,4.838233009279629,0.8597340985233941
5,7.240699396916293,0.77709697591928
6,9.289819479301833,1.0153804369128194
7,19.00006067601267,1.2737126257668683
8,33.35538076921318,128.92177475265774
9,56.1507286454663,246.31378645738795
10,119.32567706083145,752.6086109764934
11,145.45956570185984,9.02286163113593
