,Time (min),Date,Bioreactor 17 - CER,Bioreactor 17 - Feed#1 flow rate,Bioreactor 17 - Off-gas CO2%,Bioreactor 17 - OUR,Bioreactor 17 - RQ,Bioreactor 17 - Volume
0,0.0,2018-07-30,,0.0,,,,100.0
1,30.0,2018-07-30,,0.0,,,,100.0
2,60.0,2018-07-30,,0.0,0.0179622486563931,,,100.0
3,90.0,2018-07-30,,0.0,0.0179658060132373,,,100.0
4,120.0,2018-07-30,,0.0,0.017523979350438,,,100.0
5,150.0,2018-07-30,,0.0,0.0170548657195879,,,100.0
6,180.0,2018-07-30,,0.0,0.0169814661986117,,,100.0
7,210.0,2018-07-30,,0.0,0.0168692941243086,,,100.0
8,240.0,2018-07-30,,0.0,0.0168649915917495,,,100.0
9,270.0,2018-07-30,,0.0,0.0168434332063679,,,100.0
10,300.0,2018-07-30,,0.0,0.0168695089710757,,,100.0
11,330.0,2018-07-30,,0.0,0.0168449738035766,,,100.0
12,360.0,2018-07-30,,0.0,0.0168296489192128,,,100.0
13,390.0,2018-07-30,,0.0,0.0166160111918756,,,100.0
14,420.0,2018-07-30,,0.0,0.0165910581111188,,,100.0
15,450.0,2018-07-30,,0.0,0.0165828022624878,,,100.0
16,480.0,2018-07-30,,0.0,0.0165733928511677,,,100.0
17,510.0,2018-07-30,,0.0,0.016765437550563,,,100.0
18,540.0,2018-07-30,,0.0,0.0168436224527396,,,100.0
19,570.0,2018-07-31,,0.0,0.0167364639456749,,,100.0
20,600.0,2018-07-31,,0.0,0.00827855870189109,,,99.99595787772259
21,630.0,2018-07-31,,0.0,0.0,,,99.98080269165742
22,660.0,2018-07-31,,0.0,0.0,,,99.9650074918105
23,690.0,2018-07-31,,0.0,0.0,,,100.211098266375
24,720.0,2018-07-31,,0.0,0.0,,,100.33653615601999
25,750.0,2018-07-31,,0.0,0.0,,,100.338785145719
26,780.0,2018-07-31,,0.0,0.0,,,100.348467705481
27,810.0,2018-07-31,,0.0,0.0,,,100.33268495152001
28,840.0,2018-07-31,,0.0,0.0,,,100.31690444890499
29,870.0,2018-07-31,,0.0,0.0,,,100.301122246693
30,900.0,2018-07-31,,0.0,0.0,,,100.28534148430799
31,930.0,2018-07-31,,0.0,0.0,,,100.269559546521
32,960.0,2018-07-31,,0.0,0.0,,,100.25377719930201
33,990.0,2018-07-31,,0.0,0.0,,,100.23799646139099
34,1020.0,2018-07-31,,0.0,0.0,,,100.222218551084
35,1050.0,2018-07-31,,0.0,0.0,,,100.20643895519001
36,1080.0,2018-07-31,,0.0,0.0,,,100.190659849843
37,1110.0,2018-07-31,,0.0,0.0,,,100.174879743596
38,1140.0,2018-07-31,,0.0,0.0,,,100.159098099386
39,1170.0,2018-07-31,0.11158889570816699,0.0,0.0059888014447776,,,101.581441425707
40,1200.0,2018-07-31,0.501016688979439,0.0,0.0370228715234319,1.1745964192776899,0.45209645059981,102.13151931008801
41,1230.0,2018-07-31,1.01927730035529,0.0,0.0753328895984844,1.8148456727523101,0.5488119763335251,102.136411072868
42,1260.0,2018-07-31,2.16410866019843,0.0,0.159897997569016,3.0553195036881804,0.7015209486529261,102.147670118314
43,1290.0,2018-07-31,3.70887644006256,0.0,0.274144101711071,4.51896789097207,0.8167952246697869,102.163446667507
44,1320.0,2018-07-31,5.5014041177121,0.0,0.406348906836499,6.31380897772716,0.8693775054638431,102.180907519922
45,1350.0,2018-07-31,7.79798084268321,0.0,0.576354850497316,8.772867721275441,0.890795607682226,102.20298587140499
46,1380.0,2018-07-31,9.215888432313141,0.0,0.6810429143911719,9.93257588176177,0.9335616692214449,102.233164589801
47,1410.0,2018-07-31,8.68987260616693,0.0,0.641751441783701,8.80439514542799,0.987074858742321,102.239376048918
48,1440.0,2018-07-31,8.73009943697846,0.0,0.6447643168713489,8.92122094062284,0.9790777955006892,102.24232105147301
49,1470.0,2018-07-31,9.071217389717232,0.0,0.670015493458685,9.29729390411775,0.97592902331222,102.24913653433501
50,1500.0,2018-07-31,9.50695775401734,0.0,0.7020098447629821,9.847109907613241,0.9659933199779691,102.26892778061399
51,1530.0,2018-07-31,10.272521574105099,0.0,0.758725745376093,10.522152348561198,0.976560692273937,102.299879058355
52,1560.0,2018-07-31,10.743669342651698,0.0,0.793670577657953,11.3172798148913,0.9493227273242191,102.34684808064699
53,1590.0,2018-07-31,11.620820780356699,0.0,0.858769464178967,12.235833489946598,0.950139576382689,102.386577843566
54,1620.0,2018-07-31,12.495749432057,0.0,0.9232019124345658,13.2870952153982,0.9406885769843321,102.437435325868
