,Time (hours),Glucose (g),Biomass (g),Serine (g)
0,12.5,0.0,0.209504,0.0
1,13.0,0.10769370601767886,0.22646935086817446,0.00869789555444517
2,13.5,0.13724347759908748,0.24662444506381914,0.01897921344931215
