"Date Time,""Bioreactor 18 - CER"",""Bioreactor 18 - Feed#1 flow rate"",""Bioreactor 18 - Off-gas CO2%"",""Bioreactor 18 - OUR"",""Bioreactor 18 - RQ"",""Bioreactor 18 - Volume"""
2018-07-30 14:30:00,NaN,0,NaN,NaN,NaN,100
2018-07-30 15:00:00,NaN,0,NaN,NaN,NaN,100
2018-07-30 15:30:00,NaN,0,0.0171258196471989,NaN,NaN,100
2018-07-30 16:00:00,NaN,0,0.0170067920234468,NaN,NaN,100
2018-07-30 16:30:00,NaN,0,0.0169590861949433,NaN,NaN,100
2018-07-30 17:00:00,NaN,0,0.0163187777961275,NaN,NaN,100
2018-07-30 17:30:00,NaN,0,0.0160294200981981,NaN,NaN,100
2018-07-30 18:00:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 18:30:00,NaN,0,0.0159928854187773,NaN,NaN,100
2018-07-30 19:00:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 19:30:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 20:00:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 20:30:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 21:00:00,NaN,0,0.0159857657442852,NaN,NaN,100
2018-07-30 21:30:00,NaN,0,0.0159857917443137,NaN,NaN,100
2018-07-30 22:00:00,NaN,0,0.0159928940854535,NaN,NaN,100
2018-07-30 22:30:00,NaN,0,0.0159928897521432,NaN,NaN,100
2018-07-30 23:00:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-30 23:30:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-31 00:00:00,NaN,0,0.0160000007599592,NaN,NaN,100
2018-07-31 00:30:00,NaN,0,0.00794136467048653,NaN,NaN,99.9959565979742
2018-07-31 01:00:00,NaN,0,0,NaN,NaN,99.980799076918
2018-07-31 01:30:00,NaN,0,0,NaN,NaN,99.9650033583049
2018-07-31 02:00:00,NaN,0,0,NaN,NaN,100.217869410074
2018-07-31 02:30:00,NaN,0,0,NaN,NaN,100.360896017492
2018-07-31 03:00:00,NaN,0,0,NaN,NaN,100.363736500419
2018-07-31 03:30:00,NaN,0,0,NaN,NaN,100.369182936027
2018-07-31 04:00:00,NaN,0,0,NaN,NaN,100.36032924759
2018-07-31 04:30:00,NaN,0,0,NaN,NaN,100.344553728921
2018-07-31 05:00:00,NaN,0,0,NaN,NaN,100.328777576755
2018-07-31 05:30:00,NaN,0,0,NaN,NaN,100.313000050381
2018-07-31 06:00:00,NaN,0,0,NaN,NaN,100.297219757023
2018-07-31 06:30:00,NaN,0,0,NaN,NaN,100.281445321037
2018-07-31 07:00:00,NaN,0,0,NaN,NaN,100.265666577111
2018-07-31 07:30:00,NaN,0,0,NaN,NaN,100.249887816478
2018-07-31 08:00:00,NaN,0,0,NaN,NaN,100.234114845336
2018-07-31 08:30:00,NaN,0,0,NaN,NaN,100.218339461069
2018-07-31 09:00:00,NaN,0,0,NaN,NaN,100.202561447637
2018-07-31 09:30:00,NaN,0,0,NaN,NaN,100.186786020924
2018-07-31 10:00:00,0.0888630474173156,0,0.00470688592199676,NaN,NaN,101.600256128704
2018-07-31 10:30:00,0.455670878672461,0,0.0336864082620518,1.33364386198348,0.336694521618797,102.155653551854
2018-07-31 11:00:00,1.05971147358634,0,0.0783384149021383,2.01522789798092,0.519547680322912,102.146823955064
2018-07-31 11:30:00,2.13759420412709,0,0.158050044563771,3.26483590567531,0.650559768009355,102.15860097289
2018-07-31 12:00:00,3.66658889465688,0,0.271122212811159,4.71960544188623,0.774558685570253,102.171644862997
2018-07-31 12:30:00,5.54775054324981,0,0.410339563867903,6.47842503953871,0.857044982164209,102.188926275189
2018-07-31 13:00:00,7.79150447890356,0,0.576045520471074,8.85769927022473,0.882456019367582,102.210477017872
2018-07-31 13:30:00,9.26592778303702,0,0.685112093711275,10.0877082922746,0.923505586113245,102.238082529298
2018-07-31 14:00:00,8.6079064775215,0,0.635940216286409,8.90634277899743,0.966594800762381,102.248138504939
2018-07-31 14:30:00,8.74453307440941,0,0.645940070030534,9.00643410741807,0.971291427878733,102.249453327429
2018-07-31 15:00:00,9.07272881933214,0,0.670174595322367,9.35641285870582,0.969944378685727,102.256559781585
2018-07-31 15:30:00,9.45368826159238,0,0.698930286603976,9.88510064995582,0.956629429838396,102.274131923554
2018-07-31 16:00:00,10.2101429348675,0,0.754372381178756,10.5126136925505,0.971158461480826,102.298987141076
2018-07-31 16:30:00,10.6562818622764,0,0.787673747850999,11.3153531375637,0.942152318785249,102.345891481575
2018-07-31 17:00:00,11.6826144245911,0,0.863460745795515,12.111300272315,0.964809752026782,102.384226847698
2018-07-31 17:30:00,12.4218584713183,0,0.918000587246113,12.996391567232,0.955866392557954,102.432824156588
2018-07-31 18:00:00,13.2882065682825,0,0.98236458668553,13.7453762949729,0.96700064075364,102.489207963779
2018-07-31 18:30:00,14.1239667081095,0,1.04425745283847,14.7260315016768,0.959459873557928,102.552798643238
2018-07-31 19:00:00,14.7090952254407,0,1.08752372691165,15.2037014925093,0.967618834382693,102.625131789598
2018-07-31 19:30:00,14.8670921673368,0,1.09909722040469,14.9304209493302,0.996026765032747,102.697179739209
2018-07-31 20:00:00,15.2597444298907,0,1.12793884339605,15.260042625037,1.00017180455715,102.771059061163
2018-07-31 20:30:00,15.7101079675636,0,1.16094490998647,15.7237519333481,0.99923177969282,102.847787549079
2018-07-31 21:00:00,16.251743098515,0,1.20032611448595,16.2585634797927,0.99971165113341,102.928152964354
2018-07-31 21:30:00,16.7482183980408,0,1.23731776456113,16.7550971925545,0.999688738083737,103.011939608218
2018-07-31 22:00:00,17.2929344321703,0,1.27810305985484,17.2770492330015,1.00111190342047,103.097187133408
2018-07-31 22:30:00,13.3872736114525,0,0.987824016206881,11.5912993846102,1.26033158059666,103.158561599738
2018-07-31 23:00:00,5.02233325960264,0.165350751361975,0.357707797608185,5.45386057676888,1.03315066732563,102.355178415138
2018-07-31 23:30:00,15.6978616364397,0.299763232897913,1.16231780301729,18.5718193402768,0.838785865083839,102.212865823593
2018-08-01 00:00:00,21.0650979518755,0.302776282198269,1.5584476872028,22.7897382832796,0.924661378325757,102.420185997344
