"Time","Bioreactor 24 - Air flow","Bioreactor 24 - Base volume pumped","Bioreactor 24 - CER","Bioreactor 24 - DO","Bioreactor 24 - Feed#1 flow rate","Bioreactor 24 - Feed#1 volume pumped","Bioreactor 24 - Off-gas CO2%","Bioreactor 24 - OUR","Bioreactor 24 - pH","Bioreactor 24 - RQ","Bioreactor 24 - Sampling events","Bioreactor 24 - Stir speed","Bioreactor 24 - Temperature","Bioreactor 24 - Volume"
-19.5,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,100
-19,0,NaN,NaN,NaN,0,NaN,0.00899999961256981,NaN,5.01276087233433,NaN,,0,29.3965565334194,100
-18.5,0,NaN,NaN,99.4913916480056,0,NaN,0.00899999961256981,NaN,5.03092726712013,NaN,,786.477403066661,30.6066120458997,100
-18,0,NaN,NaN,97.8510267586547,0,NaN,0.00899999961256981,NaN,5.05730451543531,NaN,,1399.90420355627,36.891412966047,100
-17.5,0,NaN,NaN,97.4057556413732,0,NaN,0.0085980096432833,NaN,5.05536665288844,NaN,,1400.22597131583,36.9905496613511,100
-17,0,NaN,NaN,97.4858328733153,0,NaN,0.00813980133066713,NaN,5.05250103655352,NaN,,1399.81055618131,36.9920196983803,100
-16.5,0,NaN,NaN,97.5630093965308,0,NaN,0.00800000037997961,NaN,5.05026206435042,NaN,,1399.90020231364,37.0068239874564,100
-16,0,NaN,NaN,97.5847113762286,0,NaN,0.00800000037997961,NaN,5.04687261173306,NaN,,1400.08515528446,37.0007385679993,100
-15.5,0,NaN,NaN,97.6560504410629,0,NaN,0.00800000037997961,NaN,5.04492324358809,NaN,,1399.86043299092,36.9917896901081,100
-15,0,NaN,NaN,97.7230574501876,0,NaN,0.00800000037997961,NaN,5.04466737786466,NaN,,1400.24050489201,37.0078478669503,100
-14.5,0,NaN,NaN,97.7488050611177,0,NaN,0.00800000037997961,NaN,5.04217692421107,NaN,,1400.229651674,37.0023080675183,100
-14,0,NaN,NaN,97.8227112561658,0,NaN,0.00800000037997961,NaN,5.04160960928863,NaN,,1399.60800415012,36.992602208975,100
-13.5,0,NaN,NaN,97.9304593409611,0,NaN,0.00800000037997961,NaN,5.04308488193787,NaN,,1400.03517541737,36.9979606443946,100
-13,0,NaN,NaN,97.9732886942814,0,NaN,0.00799282437874782,NaN,5.04385258736485,NaN,,1400.06315201507,36.9994164783204,100
-12.5,0,NaN,NaN,98.039769485683,0,NaN,0.00800000037997961,NaN,5.04263597592507,NaN,,1399.80141181617,37.0002596823906,100
-12,0,NaN,NaN,98.1183908174966,0,NaN,0.00800000037997961,NaN,5.04352447351744,NaN,,1400.01887992237,36.992797095774,100
-11.5,0,NaN,NaN,98.1394828979022,0,NaN,0.00800000037997961,NaN,5.04502911660888,NaN,,1399.87002934887,36.9897594958724,100
-11,0,NaN,NaN,98.1471401554718,0,NaN,0.00800000037997961,NaN,5.04395589157749,NaN,,1400.06905449759,36.9961763914357,100
-10.5,0,NaN,NaN,98.1985064078527,0,NaN,0.00800000037997961,NaN,5.04397292600151,NaN,,1400.4982717319,36.9942933913015,100
-10,2.20579237836936,NaN,NaN,98.1651257799129,0,NaN,0.00804554018488914,NaN,5.04478558871666,NaN,,1399.66607782122,37.0010998886814,99.9999959282732
-9.5,50.004006445181,NaN,NaN,98.7501972350442,0,NaN,0.000824217553175051,NaN,5.05012508200091,NaN,,1399.75967639957,37.0100796250286,99.9917492715023
-9,50.0056386036193,NaN,NaN,98.8347778377313,0,NaN,0,NaN,5.05053351756537,NaN,,1399.83880181291,37.0144731566965,99.9759561096348
-8.5,49.9817430864863,0.236527054953538,NaN,99.549028937788,0,NaN,0,NaN,5.28838809677617,NaN,,1072.45843693299,37.0441603921741,99.9919341516511
-8,50.0034420921642,0.369586151570535,NaN,98.9993427638116,0,NaN,0,NaN,7.02428953058186,NaN,,500.00057090459,36.9897931036201,100.313600667618
-7.5,50.007274001501,0.444223827220122,NaN,99.7708447273667,0,NaN,0,NaN,7.01128446125827,NaN,,499.846458327756,36.9953309886018,100.372743601269
-7,50.0012785119396,0.468809209695596,NaN,99.8966402850517,0,NaN,0,NaN,7.04943907413791,NaN,,499.937013782697,37.0031757224744,100.381552236128
-6.5,50.0217896232826,0.471649345999999,NaN,99.9435233365774,0,NaN,0,NaN,7.02734628825071,NaN,,499.902389478072,37.0028896814156,100.368704704542
-6,50.0080746980721,0.471649345999999,NaN,99.9829487294802,0,NaN,0,NaN,7.01781777361144,NaN,,500.048620459816,37.0029719648851,100.352924047142
-5.5,50.0170621641394,0.471649345999999,NaN,100.033400194542,0,NaN,0,NaN,7.01343809837608,NaN,,500.024537280055,37.0074348256638,100.33714608059
-5,50.0096626507295,0.471649345999999,NaN,100.039399696695,0,NaN,0,NaN,7.01057297003102,NaN,,500.066467951401,37.0011155606146,100.321369080219
-4.5,49.9972360730482,0.471649345999999,NaN,100.084859034445,0,NaN,0,NaN,7.00811533380086,NaN,,499.868896082645,37.0024582265014,100.305592474148
-4,50.0068037725377,0.471649345999999,NaN,100.097885905508,0,NaN,0,NaN,7.00616275329796,NaN,,499.969122910398,37.0030760968545,100.289819745596
-3.5,50.0072336090865,0.471649345999999,NaN,100.131700974956,0,NaN,0,NaN,7.00477532752976,NaN,,499.918030465923,36.9977122580028,100.274040974712
-3,50.0079389476506,0.471649345999999,NaN,100.124110728007,0,NaN,0,NaN,7.00339581756052,NaN,,500.009213427243,37.0045264151287,100.258264145962
-2.5,50.0111051396813,0.471649345999999,NaN,100.2272600072,0,NaN,0,NaN,7.00341636400969,NaN,,500.029330824778,36.9942050386784,100.242487161936
-2,49.9969901092313,0.471649345999999,NaN,100.192457390897,0,NaN,0,NaN,7.00316293350984,NaN,,499.936102785979,36.9994544700419,100.226714116228
-1.5,50.0148173500305,0.471649345999999,NaN,100.267791290411,0,NaN,0,NaN,7.00241513461223,NaN,,499.963937116854,37.0026653957946,100.210936223571
-1,50.0106497089639,0.471649345999999,NaN,100.257095370606,0,NaN,0,NaN,7.00303497033964,NaN,,500.07635580176,37.0020737860407,100.195157207838
-0.5,50.0101640527003,0.471649345999999,NaN,100.015121052339,0,NaN,0,NaN,7.00535650440242,NaN,,499.908328719527,36.9919931918242,100.179377950187
0,49.9923762605602,0.471649345999999,0.0551644948673546,52.5362806813296,0,NaN,0.00407844746069822,1.15646595031823,7.01685123908052,0.121042758989271,,610.505841180799,36.9968704995079,102.163616696899
0.5,49.9955451772473,0.471649345999999,0.40446144672682,47.9127097503396,0,NaN,0.0299058705634338,1.46558986783543,6.99133704116501,0.272121369693021,,865.33806381206,37.0012795197964,102.14896608454
1,50.0053867738721,0.491125266738407,1.00563423137488,47.0135317161619,0,NaN,0.0743632726562694,2.33789552366534,7.0198358484878,0.422821282858451,,1056.04031493982,36.9952141971764,102.154066661138
