,Time (min),Date,Bioreactor 21 - CER,Bioreactor 21 - Feed#1 flow rate,Bioreactor 21 - Off-gas CO2%,Bioreactor 21 - OUR,Bioreactor 21 - RQ,Bioreactor 21 - Volume
0,0.0,2018-07-30,,0.0,,,,100.0
1,30.0,2018-07-30,,0.0,,,,100.0
2,60.0,2018-07-30,,0.0,0.0165431569848728,,,100.0
3,90.0,2018-07-30,,0.0,0.0162782409495138,,,100.0
4,120.0,2018-07-30,,0.0,0.0160350695106488,,,100.0
5,150.0,2018-07-30,,0.0,0.015865672389866,,,100.0
6,180.0,2018-07-30,,0.0,0.0154146299950078,,,100.0
7,210.0,2018-07-30,,0.0,0.0151515934420879,,,100.0
8,240.0,2018-07-30,,0.0,0.0150426223783502,,,100.0
9,270.0,2018-07-30,,0.0,0.0150213630215384,,,100.0
10,300.0,2018-07-30,,0.0,0.0150355633705634,,,100.0
11,330.0,2018-07-30,,0.0,0.0150355615098214,,,100.0
12,360.0,2018-07-30,,0.0,0.0150923406271821,,,100.0
13,390.0,2018-07-30,,0.0,0.0150213023548331,,,100.0
14,420.0,2018-07-30,,0.0,0.0150072276726958,,,100.0
15,450.0,2018-07-30,,0.0,0.0150214106883406,,,100.0
16,480.0,2018-07-30,,0.0,0.0150355157038723,,,100.0
17,510.0,2018-07-30,,0.0,0.0150711010764021,,,100.0
18,540.0,2018-07-30,,0.0,0.0151707317417155,,,100.0
19,570.0,2018-07-31,,0.0,0.0150570697276179,,,100.0
20,600.0,2018-07-31,,0.0,0.00681612001671773,,,99.9959631573807
21,630.0,2018-07-31,,0.0,0.0,,,99.98079820837592
22,660.0,2018-07-31,,0.0,0.0,,,99.9649883298327
23,690.0,2018-07-31,,0.0,0.0,,,100.231236835283
24,720.0,2018-07-31,,0.0,0.0,,,100.36800480587401
25,750.0,2018-07-31,,0.0,0.0,,,100.36159603338899
26,780.0,2018-07-31,,0.0,0.0,,,100.345822498592
27,810.0,2018-07-31,,0.0,0.0,,,100.330043169944
28,840.0,2018-07-31,,0.0,0.0,,,100.314265845462
29,870.0,2018-07-31,,0.0,0.0,,,100.29848947564001
30,900.0,2018-07-31,,0.0,0.0,,,100.28271494161801
31,930.0,2018-07-31,,0.0,0.0,,,100.266941960168
32,960.0,2018-07-31,,0.0,0.0,,,100.25116642429701
33,990.0,2018-07-31,,0.0,0.0,,,100.235392901553
34,1020.0,2018-07-31,,0.0,0.0,,,100.21961950208599
35,1050.0,2018-07-31,,0.0,0.0,,,100.20384153636299
36,1080.0,2018-07-31,,0.0,0.0,,,100.188064327642
37,1110.0,2018-07-31,,0.0,0.0,,,100.172293393293
38,1140.0,2018-07-31,,0.0,0.0,,,100.15651948112101
39,1170.0,2018-07-31,0.0776094389097371,0.0,0.00402615537800817,,,101.54502472466999
40,1200.0,2018-07-31,0.43980982980332395,0.0,0.0325048063814587,1.27801494497131,0.341613957228294,102.125369417353
41,1230.0,2018-07-31,0.9539345910748309,0.0,0.0704960101449418,1.85425239923558,0.510164927532711,102.127256850257
42,1260.0,2018-07-31,2.08641790252428,0.0,0.15420984268732502,2.92361389919852,0.710050170631276,102.135322772149
43,1290.0,2018-07-31,3.64176333236694,0.0,0.26907228185170395,4.29340315274525,0.847186115243326,102.14849217006599
44,1320.0,2018-07-31,5.558071994514299,0.0,0.410748293395535,6.10500329145782,0.909800190272792,102.16567801241501
45,1350.0,2018-07-31,7.83759270893426,0.0,0.5793651135801899,8.73813973783691,0.896614669961852,102.184567664063
46,1380.0,2018-07-31,9.50190170100697,0.0,0.7024902635575789,10.625201819787401,0.8970785959904141,102.218114547426
47,1410.0,2018-07-31,9.28251902001079,0.0,0.685673247890942,9.44576378763391,0.982674109123498,102.21839710021798
48,1440.0,2018-07-31,9.34134246556758,0.0,0.690083372159314,9.4858244401516,0.985051582499231,102.21756969059099
49,1470.0,2018-07-31,9.40340482552775,0.0,0.694630199978073,9.844739552307221,0.955379309514775,102.225061699915
50,1500.0,2018-07-31,10.028901864756,0.0,0.741033143592779,10.4493493134188,0.959987415641537,102.236272745734
51,1530.0,2018-07-31,10.708522792937599,0.0,0.791281026692194,11.3352415702634,0.9449264391603729,102.261795884055
52,1560.0,2018-07-31,11.629229908216601,0.0,0.8592351649484441,12.2704287450419,0.9478164169608789,102.294365247666
53,1590.0,2018-07-31,12.5305118214622,0.0,0.925758498239391,13.2811189195666,0.9435359577053359,102.33819248385299
54,1620.0,2018-07-31,13.562604788041899,0.0,1.0018813208265,14.2050003242235,0.9548484005777529,102.39007935069901
