,Time (min),Date,Bioreactor 16 - CER,"Bioreactor 16 - Feed#1 flow rate""",Bioreactor 16 - Off-gas CO2%,Bioreactor 16 - OUR,Bioreactor 16 - RQ,Bioreactor 16 - Volume
55,1650.0,2018-07-31,13.7385057922934,0.0,1.0152924234874,14.374357945845698,0.955868972289591,102.409581571687
56,1680.0,2018-07-31,14.489902854453499,0.0,1.0709538043348101,15.0528296048934,0.9626148010731421,102.472619356511
57,1710.0,2018-07-31,15.1673270679594,0.0,1.12021071615547,15.5789904761288,0.973631074480239,102.540371833267
58,1740.0,2018-07-31,15.2487633048299,0.0,1.12615351696004,15.4053455710077,0.9900534089288611,102.611390900526
59,1770.0,2018-07-31,15.6576029045828,0.0,1.1558971056481,15.7861448256392,0.9919564577921859,102.68208687004
60,1800.0,2018-07-31,16.1481096001402,0.0,1.19287501056466,16.2992824931424,0.990813862126202,102.756447429351
61,1830.0,2018-07-31,16.7233103693499,0.0,1.23525364040318,16.7917400805038,0.9960755828266619,102.842963009331
62,1860.0,2018-07-31,17.2821407797956,0.0,1.27648781024801,17.3388291829779,0.996863312522192,102.943978993376
63,1890.0,2018-07-31,17.8873422059095,0.0,1.3209614146540702,17.8762957164251,1.0007216296417198,103.030387112686
64,1920.0,2018-07-31,13.7810914245672,0.0,1.01663410230787,11.8620034934203,1.26132837406155,103.087250439663
65,1950.0,2018-07-31,4.61522137380766,0.13301753769417998,0.328343948820161,4.78982139798424,1.0209308019423,102.397754302584
66,1980.0,2018-07-31,15.637940548383698,0.304044701604698,1.1576448066416398,19.300030452015,0.8000794609623921,102.125193750224
67,2010.0,2018-08-01,23.56812100283,0.311742595834401,1.7428139371548799,25.0103396282539,0.9422755981887031,102.370284513081
68,2040.0,2018-08-01,24.549412024618803,0.319634309322447,1.8145099808137302,25.692918551650894,0.9554785871139692,102.549531541215
69,2070.0,2018-08-01,25.9354640857726,0.327725675709432,1.9151658586116698,25.9721736291712,0.99865620378665,102.684876940568
70,2100.0,2018-08-01,24.178715644894098,0.336022001697783,1.7890489656962703,26.681638568540002,0.907545919832838,102.839199778648
71,2130.0,2018-08-01,29.0851379037011,0.344528545075773,2.15287360233652,31.8952877748175,0.911815698926753,102.986694472801
72,2160.0,2018-08-01,26.6076331580622,0.35325027023283795,1.9712505465504802,30.9062223083554,0.860257722704172,103.155421074095
73,2190.0,2018-08-01,29.519888878455898,0.36219295517089,2.18817115635425,34.5310428267087,0.8546908619753721,103.314936844245
74,2220.0,2018-08-01,28.576391756774303,0.371361801579228,2.12047276593296,34.4459367652212,0.82980993176688,103.473132882618
75,2250.0,2018-08-01,28.7951912880655,0.376772046754364,2.11003665055292,35.915430405097396,0.800634959508351,102.55046123734199
76,2280.0,2018-08-01,28.3290070193117,0.381964359036318,2.10510954016803,35.8940243058116,0.789246950164327,101.566439313549
77,2310.0,2018-08-01,27.0238419368826,0.391633736383409,2.0078415194396104,35.317786137916,0.7647273786914459,101.751000200042
78,2340.0,2018-08-01,26.3266465383625,0.40154803108775305,1.9560806542597902,34.9624098322598,0.7527377659358578,101.956687702738
79,2370.0,2018-08-01,26.313631507054602,0.411713265913919,1.9560777644306397,34.7103959063249,0.757953063875196,102.175387084361
80,2400.0,2018-08-01,25.588166689643604,0.422135750758696,1.90161823788557,34.204021478118,0.748051042580425,102.425679141138
81,2430.0,2018-08-01,24.8143171288275,0.432822086813499,1.84534118328851,33.9423863179258,0.7310461306927329,102.733297853844
82,2460.0,2018-08-01,24.9354510756365,0.44377871301570104,1.8547997975347001,34.154399636582106,0.73005475366309,103.02461619718399
83,2490.0,2018-08-01,25.194573666388603,0.455012371187765,1.8730490859435098,34.1885753251502,0.736920643307592,103.33003838055299
84,2520.0,2018-08-01,25.6603474956786,0.46653224432100104,1.90807495884925,34.567196510093495,0.742325495103702,103.64628069352699
85,2550.0,2018-08-01,25.9404113784568,0.47385546512409,1.90951850205782,34.8060237032427,0.74487637123861,102.996099679645
86,2580.0,2018-08-01,26.5778673783994,0.479887211834043,1.9755347749907,35.3419114010832,0.7519961127701941,102.067640464075
87,2610.0,2018-08-01,27.5658477260832,0.492034024907901,2.04902418300443,36.364979663576605,0.7580129414162641,102.414936993248
88,2640.0,2018-08-01,29.045185417495897,0.504489710559449,2.15944716511496,37.4067264324884,0.7764429733813859,102.77694415081801
89,2670.0,2018-08-01,30.636942370548,0.517262005088173,2.27627446243363,38.9116925644405,0.7873115868688829,103.153041111843
90,2700.0,2018-08-01,32.5319902755579,0.530354883105348,2.41692284879122,40.5589740508616,0.8020473621469558,103.544724781953
91,2730.0,2018-08-01,34.636310455305,0.543780968300232,2.5734442707806298,42.4565297510338,0.8157489631905329,103.948928938675
92,2760.0,2018-08-01,37.233329406978,0.55754682169783,2.76542927206057,44.649194610232,0.83379050286342,104.371971201234
93,2790.0,2018-08-01,39.65545140344771,0.5716635077617299,2.94581343371131,46.9459689054936,0.8446846551071291,104.817365686435
94,2820.0,2018-08-01,42.3921996895361,0.5861342130093979,3.1463111425909003,49.27005188836429,0.86005234076399,105.288364000914
95,2850.0,2018-08-01,46.3432452467344,0.596947247098348,3.3898300032531603,51.417301000923096,0.9026769118477871,105.055822098418
96,2880.0,2018-08-01,48.132685260707795,0.603153125961041,3.56625584049089,53.0507677331714,0.9069895546589839,104.017039683962
97,2910.0,2018-08-01,43.5682805880126,0.618420172386313,3.2192038354454904,44.6104653096186,0.9775846362283249,104.564137542412
98,2940.0,2018-08-01,42.3258208118062,0.634073997918226,3.13454636235788,45.7744442962257,0.9294824529889899,105.076638597012
99,2970.0,2018-08-01,43.512778387078896,0.650124910288856,3.22028670519821,46.0616496042747,0.949546529453889,105.484408410315
100,3000.0,2018-08-01,43.4744095778211,0.666582702684254,3.21954266722769,47.1899806846183,0.9244360610551859,105.92055404643801
101,3030.0,2018-08-01,44.4177378672555,0.683457084950031,3.2890711104925097,48.131770867113104,0.925722372166737,106.369201452059
102,3060.0,2018-08-01,45.0219734363328,0.7007594230272239,3.33599205246876,48.809307849000206,0.924276703475336,106.82932503258301
103,3090.0,2018-08-01,45.6879648807745,0.7184999726120849,3.3849831718268297,49.8581812542958,0.917677485789243,107.306343087307
104,3120.0,2018-08-01,46.4860585878805,0.7366876613526049,3.4451710067707997,50.9798634189422,0.912334164990112,107.80383620679702
105,3150.0,2018-08-01,47.9334578875324,0.752208414488865,3.4489443677616,51.7245305126227,0.927956186954914,107.876552276178
106,3180.0,2018-08-01,47.860273916933295,0.7584781192112091,3.5444107226602997,51.747053514040296,0.925752090187927,106.672720946126
107,3210.0,2018-08-01,49.0133938962895,0.777678123512083,3.63205637959262,53.342578256967705,0.9189263037071009,107.204427596653
108,3240.0,2018-08-01,50.6029980168018,0.7973657291699109,3.74798485840424,54.5671491534768,0.927357890113363,107.749233407978
109,3270.0,2018-08-01,52.318290300510995,0.817551214387697,3.8739036476520403,55.860955089232995,0.9365939740025041,108.306248125417
110,3300.0,2018-08-01,54.229154432617996,0.838247787871593,4.01351162825335,57.400156247800595,0.9448176719765699,108.876343405789
111,3330.0,2018-08-01,55.964386288544205,0.8594685192079019,4.14189136807874,58.79170287123,0.952095773038644,109.462742872652
112,3360.0,2018-08-01,57.556007371608295,0.881225345905128,4.26128787930751,60.644528074552,0.9493564974477209,110.05658237824301
113,3390.0,2018-08-01,59.7667887756215,0.903579858314292,4.42190496948315,62.390485988410305,0.958216431284235,110.65943252292
114,3420.0,2018-08-01,62.4689648758489,0.9159176957978741,4.538232472325451,64.2268298040718,0.973196582763353,111.264342805755
115,3450.0,2018-08-02,64.5655020303515,0.9249843119049891,4.48076888366525,65.6629373835368,0.984462725362751,111.85661831368799
116,3480.0,2018-08-02,65.0590576320577,0.9340510621873701,4.40867997048945,66.8597250183646,0.9740425244576091,112.460340226285
117,3510.0,2018-08-02,66.2086746249688,0.9431177323131791,4.40106490329363,67.6154516913251,0.9802993524965121,113.07027293390301
118,3540.0,2018-08-02,67.6697841219778,0.952185182597035,4.4070383610229005,69.2571732395435,0.9790822593160899,113.675700193034
119,3570.0,2018-08-02,67.9055879129966,0.9597672723664059,4.36024724456831,69.22500145951649,0.982201436381507,114.094359639538
120,3600.0,2018-08-02,70.0534825774576,0.9513448401738299,3.78890675434629,70.4054366981799,0.996765732482904,112.731487335349
121,3630.0,2018-08-02,67.2913987536948,0.9602344573753672,3.7301039143034798,70.4251541423299,0.9587027947455681,113.331703080373
122,3660.0,2018-08-02,69.1632740775855,0.969123920709129,4.07183004279686,71.8788064705034,0.9645883501865341,113.958134340543
123,3690.0,2018-08-02,70.76784310537141,0.9780134782349209,4.17588627519601,72.86761758771871,0.97333470410639,114.58711449583201
124,3720.0,2018-08-02,72.409563820102,0.9869029483599701,4.1674692498541095,74.0288846094072,0.9801935168941329,115.20789557138599
125,3750.0,2018-08-02,72.5499718212487,0.995792407442946,4.08012565599174,74.9301065841611,0.9699113433626859,115.83779213362499
126,3780.0,2018-08-02,73.8439429652568,1.00468189433396,4.07316280190134,75.7823617699971,0.976215376950745,116.46086213761299
127,3810.0,2018-08-02,75.49739845579259,1.01357144030275,3.9981099061892005,77.4445766730491,0.9767155866279459,117.090407334877
128,3840.0,2018-08-02,76.83964938726979,1.0224609599085799,3.89701086433894,78.47764686384271,0.981004666119113,117.71946303968399
129,3870.0,2018-08-02,78.6307687390572,1.0313503803775799,3.7942684390552097,81.1349105672293,0.9704983278160552,118.35371894635401
130,3900.0,2018-08-02,79.9293736909297,1.04024046343193,3.6663305452471397,81.366950439275,0.984624718758177,119.010599984023
131,3930.0,2018-08-02,82.92364615709751,1.0491295630711401,3.5765586150936604,84.2198898921048,0.986765658772929,119.631922103571
132,3960.0,2018-08-02,84.1391712569103,1.05801896574684,3.44257843217448,85.69117827906551,0.9842810400407779,120.24922002563999
133,3990.0,2018-08-02,84.7697320254489,1.0484730783456,3.2662178540043505,86.214100200082,0.98114150976956,118.765700199158
134,4020.0,2018-08-02,86.51722302454529,1.05581688305745,3.2675145367452996,87.1605687270745,0.9955988311146279,119.22323875536199
135,4050.0,2018-08-02,85.7482867753465,1.0645424786459499,3.6980869119141797,87.9608362098826,0.976371064796658,119.8379275809
136,4080.0,2018-08-02,86.5182501382666,1.07326449762204,4.25449526324894,88.50929346579528,0.9790118288606541,120.48905159564501
137,4110.0,2018-08-02,89.30510016766769,1.08198851733963,4.503097021510371,89.7912483268985,0.995743301868654,121.133501840721
138,4140.0,2018-08-02,91.5073325814048,1.09071291215138,4.551027866107099,90.68557251405001,1.01031224593318,121.76761935150101
139,4170.0,2018-08-02,93.2171659609635,1.09943698019675,4.52659241911571,92.3282877609778,1.0107295179647,122.402477629707
140,4200.0,2018-08-02,95.05895037838671,1.1081613398563601,4.49440914900509,94.11226675659391,1.01138417207101,123.029558054758
141,4230.0,2018-08-02,99.12762449503,1.0993286779226399,3.82687969214493,95.79808920575941,1.03370502713369,121.759259460355
142,4260.0,2018-08-02,97.9396529539588,1.1051827520828301,3.16969665582521,96.19494067252269,1.02163781728814,122.055500356644
143,4290.0,2018-08-02,96.29047303935471,1.11374870720659,3.57577249007412,97.46832881154829,0.9898503513726421,122.676038474655
144,4320.0,2018-08-02,98.8010219051363,1.122314319426,3.9260130380046294,98.7497559821246,1.00160821009514,123.316967826976
145,4350.0,2018-08-02,102.768180395818,1.13088055697253,4.0752905190199105,101.934431247985,1.00958782725925,123.93796957113199
146,4380.0,2018-08-02,105.882330113783,1.13944684462026,4.03957292525725,105.428744351516,1.00526399661387,124.554444763939
147,4410.0,2018-08-02,109.418729888161,1.1480128258791598,3.94389840585842,108.85749607482,1.0061987580790401,125.14952986213999
148,4440.0,2018-08-02,113.322972152747,1.1565789359587602,3.8279232232696403,113.095753586047,1.00315808029829,125.732978442349
149,4470.0,2018-08-02,113.07752797856399,1.15017923694904,3.6060667475193195,113.815248566992,0.993710249718271,124.669094531653
150,4500.0,2018-08-02,113.329234457623,1.15287528646478,3.5565297136128997,114.292814227613,0.9926720614141791,124.62555996458799
151,4530.0,2018-08-02,113.59959424243601,1.16128858274776,3.49165223016976,114.76225492290199,0.9906990931760541,125.19668104267099
152,4560.0,2018-08-02,114.289700366868,1.16970253859571,3.45424790255144,115.475699517063,0.990683252866165,125.77447252510099
153,4590.0,2018-08-02,114.685352636881,1.17811668186959,3.42012412238271,115.926796910622,0.9906139504692009,126.362635892093
154,4620.0,2018-08-02,115.35667620997299,1.18653066962734,3.4045593183521605,116.51138932250099,0.9912516500867591,126.957725582913
155,4650.0,2018-08-02,116.006175934465,1.19494408328159,3.3845776099666898,117.310203681224,0.98990459475161,127.575156976603
156,4680.0,2018-08-02,115.779075541141,1.20335816872737,3.43284828537858,117.339873668188,0.9878751705037678,128.187260829838
157,4710.0,2018-08-02,113.73932702551201,1.19759795657445,3.7478892365205496,115.48387652625401,0.985745112604035,127.32413222820801
158,4740.0,2018-08-02,116.11543231080499,1.19895138804501,4.11167191947078,116.76060780265301,0.995230653803631,127.218052470806
159,4770.0,2018-08-02,117.366671576145,1.20721891752217,4.25872989275411,117.567362079688,0.9988867938406301,127.842910296564
160,4800.0,2018-08-02,119.677002044253,1.21548652115147,4.3338873943366405,118.965325646968,1.00666978844449,128.463062654351
161,4830.0,2018-08-02,120.75675683161501,1.22375399857374,4.33098588368212,120.091652083008,1.00606486129952,129.08349832232702
162,4860.0,2018-08-02,122.15512657603998,1.2320216784972,4.31832052317435,121.06354044374201,1.0095959743984901,129.701082890615
163,4890.0,2018-08-03,123.449643926858,1.2402891664225502,4.2898922334541405,122.228329603199,1.01063409056658,130.317279690665
164,4920.0,2018-08-03,124.730780703322,1.24855665358835,4.27510901674353,123.164429767909,1.0132900141677401,130.937697710196
165,4950.0,2018-08-03,126.51003702785299,1.2437058548901898,4.10173941143529,125.242191144639,1.0120351032771502,130.229523268788
166,4980.0,2018-08-03,124.56961253816002,1.2435404589342902,3.9844051870539503,123.4524382452,1.0096448796808102,130.016708191612
167,5010.0,2018-08-03,126.386123827301,1.25166715407344,4.07333010697224,124.930294827397,1.01238375781722,130.630254134759
168,5040.0,2018-08-03,127.307784029777,1.25979397185801,4.08971380729247,125.520180973921,1.01477816072641,131.246022502012
169,5070.0,2018-08-03,128.625413700911,1.26792058087017,4.08376005556366,126.872623798638,1.01443405369408,131.857678072383
170,5100.0,2018-08-03,130.209182314358,1.27604737325324,4.07462214065615,128.188322369299,1.01634109628066,132.475008747678
171,5130.0,2018-08-03,130.728498659307,1.28417407488218,4.0341454307896,128.468545663188,1.01806819712671,133.092539463868
172,5160.0,2018-08-03,132.259973176381,1.29230073169535,4.01614459415637,130.41763796023997,1.0145542818994,133.714500526916
173,5190.0,2018-08-03,132.89383547374598,1.29062572451453,3.93007848763449,130.253634760767,1.02001695615291,133.32033603786698
174,5220.0,2018-08-03,132.34377106385298,1.28673817561903,3.9420929572412207,130.206498065173,1.01701526415485,132.708507510114
175,5250.0,2018-08-03,133.148186734262,1.29472940992235,3.9347429552995803,130.790250209308,1.01855938010477,133.332703025256
176,5280.0,2018-08-03,134.188482046663,1.30272060507628,3.9161624140950297,131.928592766784,1.01766336330754,133.962252416886
177,5310.0,2018-08-03,134.706195432226,1.31071187931027,3.8767164594936503,132.418826295424,1.01765194234049,134.590849207161
178,5340.0,2018-08-03,136.222010589869,1.31870302753212,3.8578727567172795,133.775410805856,1.01872803660647,135.217403669325
179,5370.0,2018-08-03,136.933954025891,1.3266942441704699,3.8139582083548795,134.91997638894,1.01535075749663,135.848609959762
180,5400.0,2018-08-03,138.092106775889,1.33468587691544,3.77958395305754,135.53908287073,1.01932814341687,136.480571321599
181,5430.0,2018-08-03,138.812969049536,1.33388712296607,3.7008763968657004,137.027848937394,1.01499307174344,136.215681878454
182,5460.0,2018-08-03,137.65096043746098,1.3286141881341798,3.6873620636047297,135.960203425848,1.0129488847946502,135.504898883023
183,5490.0,2018-08-03,138.405704175732,1.3364744380276898,3.6804090732114303,136.329717881701,1.01566196407696,136.135213394717
184,5520.0,2018-08-03,139.142926356411,1.34433465064571,3.65645186446599,137.55542646843,1.01193273072191,136.769255541304
185,5550.0,2018-08-03,139.80668659689,1.35219530052771,3.61843157420224,137.962864678887,1.01382759745481,137.410605471019
186,5580.0,2018-08-03,140.822474832644,1.36005589013457,3.5878128016687407,138.84619637496002,1.01478039458328,138.05195885711
187,5610.0,2018-08-03,141.29288404757,1.367916837966,3.5412836807561,139.20389667523898,1.01546786489398,138.702621212675
188,5640.0,2018-08-03,142.089255251325,1.37577751153168,3.5049833162427904,139.561916039099,1.01858848217331,139.353721056257
189,5670.0,2018-08-03,142.026246926866,1.37605560556802,3.42954569732836,139.006669078,1.02031338178213,139.235417035213
190,5700.0,2018-08-03,140.287437742721,1.3692535490365298,3.4023419607154,137.61197105949802,1.01982546707106,138.431300608071
191,5730.0,2018-08-03,141.097742329953,1.37698883777248,3.40934929475706,137.792964421141,1.02458281555037,139.085786611313
192,5760.0,2018-08-03,141.458321816808,1.38472391972345,3.3926513079293104,137.91575105128402,1.02609429502772,139.751762089808
193,5790.0,2018-08-03,141.33347076149,1.3924590352573702,3.36832749518682,137.66454773210302,1.02715900939535,140.41637559788902
194,5820.0,2018-08-03,140.914826972289,1.40019359346677,3.34162513164744,137.88311558361602,1.02228493983346,141.097614776135
195,5850.0,2018-08-03,140.727992027617,1.4079286816282701,3.32842177187478,137.309607098484,1.02534564828244,141.779860856633
196,5880.0,2018-08-03,140.613059390758,1.41566394998977,3.31562509750216,137.677920029478,1.02153080050981,142.481986658638
197,5910.0,2018-08-03,140.488892081523,1.42339887792438,3.3100153261935894,137.263006369349,1.02401979807089,143.186675490144
198,5940.0,2018-08-03,139.629291114733,1.43113390656012,3.28498425881558,136.84346830358,1.02064673424776,143.91489127178002
199,5970.0,2018-08-03,139.54340597971398,1.4388691197981998,3.28171396799,136.86918398773997,1.0198166503075201,144.653851093118
200,6000.0,2018-08-03,138.91433034700398,1.4466043964365802,3.2685000838112,136.23069587335502,1.0199740694477901,145.406494558527
201,6030.0,2018-08-03,138.671581964242,1.4543395159230101,3.26655685628743,136.156998669379,1.01870381088848,146.171750387016
202,6060.0,2018-08-03,137.921481582098,1.46207459750013,3.25986773067648,135.542474061341,1.0177584190723599,146.953799721574
203,6090.0,2018-08-03,136.590427489858,1.4698093869260902,3.24593921486098,134.24462943742398,1.01761934296299,147.756744657665
204,6120.0,2018-08-03,135.77432649062,1.4775446181834497,3.2528230066667403,133.973478008043,1.01380566306886,148.568708793387
205,6150.0,2018-08-03,134.99914487573298,1.4852797937770101,3.26299314919177,133.340203091278,1.0125667443781898,149.404386077804
206,6180.0,2018-08-03,133.501882926084,1.49301455247135,3.26723605268017,131.702248593369,1.01384319371139,150.259139379285
207,6210.0,2018-08-03,131.6001580713,1.5007499862445801,3.28072075432796,130.139104437556,1.01138210469729,151.136280493381
208,6240.0,2018-08-03,130.29353828085502,1.50848480720633,3.3118087782661303,129.054030431146,1.00967703334926,152.043351346972
209,6270.0,2018-08-03,127.70535585821301,1.5162202163520602,3.33163604511756,126.56163828350401,1.00928777578484,152.970398894746
210,6300.0,2018-08-03,125.84734765456999,1.5239552238776397,3.37896081410714,124.969893057982,1.0070852925477098,153.934903381531
211,6330.0,2018-08-04,123.26578687470301,1.53169007661085,3.42245324898367,122.587581298852,1.00562574958978,154.942667841717
212,6360.0,2018-08-04,121.11358379944599,1.53942511511652,3.49088743644394,120.58400944424801,1.00446350879794,155.96467381743298
213,6390.0,2018-08-04,118.630822590384,1.5471602101702902,3.56211871333919,118.122436071794,1.00437706019668,157.020102933648
214,6420.0,2018-08-04,115.789763288308,1.55489551011525,3.6380336203634,115.39834409319499,1.0034681232904201,158.106884532502
215,6450.0,2018-08-04,113.27533397001301,1.5626304259613202,3.7359858188234902,112.825661859116,1.004026053693,159.223436765557
216,6480.0,2018-08-04,111.40964119345101,1.570365564947,3.84971790515563,110.565246716838,1.0076746153544398,160.362464703437
217,6510.0,2018-08-04,111.346758174676,1.57810038582368,3.99752739570755,109.410085970541,1.01771768872675,161.503210130653
218,6540.0,2018-08-04,112.04063767353998,1.58583551001949,4.12341643349595,108.46145593269199,1.03301199494359,162.630801288832
219,6570.0,2018-08-04,111.344084799667,1.5935705610901298,4.18564333369568,107.081574606754,1.03981053988609,163.752258734396
220,6600.0,2018-08-04,108.604119198565,1.6013060483533301,4.20325139150639,104.78356659238199,1.0364447165228299,164.885816250769
221,6630.0,2018-08-04,104.198970099466,1.60904062808494,4.21335088898005,101.92701774129401,1.02225782507081,166.056655859485
222,6660.0,2018-08-04,99.2505890255229,1.6167756135092601,4.248306531815049,98.681567747088,1.00572524565572,167.272592676023
223,6690.0,2018-08-04,94.46729863556459,1.6245108953428302,4.31245175398435,95.5096104628339,0.989048242806582,168.53427847790002
224,6720.0,2018-08-04,89.9073470227202,1.63224589655536,4.390454636029229,92.35651097265459,0.973451722828801,169.841355387786
225,6750.0,2018-08-04,85.692055963063,1.6399812507279,4.47404831926725,89.420575784515,0.9582678530119391,171.194424779596
226,6780.0,2018-08-04,81.56179676752392,1.6477159782768203,4.541660208312161,86.61221002304359,0.94165700572782,172.590175760471
227,6810.0,2018-08-04,77.80968604264959,1.6554514275700398,4.603046929640691,84.03208172868791,0.925916582695736,174.02408775213902
228,6840.0,2018-08-04,74.2371095015895,1.66318608432667,4.654752498316941,81.7769410644095,0.9077751898558081,175.49955747282
229,6870.0,2018-08-04,71.07622619357909,1.67092135253578,4.71003399940536,79.55111782934709,0.8934347425281891,177.007311624864
230,6900.0,2018-08-04,67.9233281376447,1.6786565845084398,4.746234047898491,77.4127406464967,0.8773847749524709,178.55002125044498
231,6930.0,2018-08-04,65.54779944698521,1.6863913538335902,4.79148123591471,75.8766649819013,0.8640037175448481,180.300392391782
232,6960.0,2018-08-04,68.86297542411761,1.6941264520720902,5.08175141117157,68.0781270543714,1.0110773517886,184.817588264856
233,6990.0,2018-08-04,45.055262918508795,1.70186151928769,3.34962367774386,53.665765487475205,0.836975762195141,190.598516419627
234,7020.0,2018-08-04,27.826502999491897,1.70959648473955,2.06161936824799,32.0891548078625,0.8730706814032478,196.40217180848
235,7050.0,2018-08-04,20.231745068760397,1.71733158162127,1.49504900904229,20.8972107047974,0.969631980772504,202.209662896915
236,7080.0,2018-08-04,16.355112104868,1.72506651778814,1.20807674161673,16.453000569744802,0.9941287391904681,208.01945503498
237,7110.0,2018-08-04,13.783803575126901,1.7328017372767601,1.0181026993655,13.9454744169389,0.9883313225187941,213.833997163273
238,7140.0,2018-08-04,6.93808943998888,0.9746207387214251,0.8430908288818342,12.5567368200998,0.979462606877013,219.574930371133
239,7170.0,2018-08-04,0.0,0.0,0.37822129449935493,,,224.686936532604
240,7200.0,2018-08-04,0.0,0.0,0.322977991760857,,,229.663553208337
241,7230.0,2018-08-04,0.0,0.0,0.352027726935249,,,234.63986526692003
242,7260.0,2018-08-04,0.0,0.0,0.3704068024389579,,,239.613171014099
243,7290.0,2018-08-04,0.0,0.0,0.382704111400376,,,244.58977736601202
244,7320.0,2018-08-04,0.0,0.0,0.387500436416217,,,249.151668295325
245,7350.0,2018-08-04,0.0,0.0,0.325600980558659,,,250.024080312547
246,7380.0,2018-08-04,0.0,0.0,0.26316833861486105,,,250.024080312547
