,Time (min),Date,Bioreactor 11 - CER,Bioreactor 11 - Off-gas CO2%,Bioreactor 11 - OUR,Bioreactor 11 - RQ,Bioreactor 11 - Volume
0,0.0,2018-07-30,,,,,105.218012777778
1,30.0,2018-07-30,,,,,200.0
2,60.0,2018-07-30,,0.0180214715341895,,,200.0
3,90.0,2018-07-30,,0.0179999992251396,,,200.0
4,120.0,2018-07-30,,0.0178223085658779,,,200.0
5,150.0,2018-07-30,,0.0170955229838275,,,200.0
6,180.0,2018-07-30,,0.017000000923871997,,,200.0
7,210.0,2018-07-30,,0.0169861073660113,,,200.0
8,240.0,2018-07-30,,0.0169857745881235,,,200.0
9,270.0,2018-07-30,,0.0169648467053616,,,200.0
10,300.0,2018-07-30,,0.0169782974659794,,,200.0
11,330.0,2018-07-30,,0.0169573349166007,,,200.0
12,360.0,2018-07-30,,0.0169716349190002,,,200.0
13,390.0,2018-07-30,,0.0168649478098396,,,200.0
14,420.0,2018-07-30,,0.0168291639858485,,,200.0
15,450.0,2018-07-30,,0.0169145605759506,,,200.0
16,480.0,2018-07-30,,0.0168718122352769,,,200.0
17,510.0,2018-07-30,,0.0169217669105484,,,200.0
18,540.0,2018-07-30,,0.0169785942535298,,,200.0
19,570.0,2018-07-31,,0.0169786982535469,,,200.0
20,600.0,2018-07-31,,0.00987825981995656,,,199.99594336669603
21,630.0,2018-07-31,,0.0,,,199.98080542481003
22,660.0,2018-07-31,,0.0,,,199.965036421698
23,690.0,2018-07-31,,0.0,,,200.268732236804
24,720.0,2018-07-31,,0.0,,,200.324805343874
25,750.0,2018-07-31,,0.0,,,200.323362835443
26,780.0,2018-07-31,,0.0,,,200.307588271365
27,810.0,2018-07-31,,0.0,,,200.291816196167
28,840.0,2018-07-31,,0.0,,,200.280598869952
29,870.0,2018-07-31,,0.0,,,200.283267780674
30,900.0,2018-07-31,,0.0,,,200.267496664621
31,930.0,2018-07-31,,0.0,,,200.251723327566
32,960.0,2018-07-31,,0.0,,,200.235949652329
33,990.0,2018-07-31,,0.0,,,200.22017202636601
34,1020.0,2018-07-31,,0.0,,,200.204393950522
35,1050.0,2018-07-31,,0.0,,,200.188619317459
36,1080.0,2018-07-31,,0.0,,,200.17284435967602
37,1110.0,2018-07-31,,0.0,,,200.157070998635
38,1140.0,2018-07-31,,0.0,,,200.14129998476102
39,1170.0,2018-07-31,,0.0,,,200.12551969586102
