,Time (min),Date,Bioreactor 7 - CER,Bioreactor 7 - Off-gas CO2%,Bioreactor 7 - OUR,Bioreactor 7 - RQ,Bioreactor 7 - Volume
0,0.0,2018-07-30,,,,,105.44956833333299
1,30.0,2018-07-30,,,,,200.0
2,60.0,2018-07-30,,0.0245553260634538,,,200.0
3,90.0,2018-07-30,,0.0241997934567341,,,200.0
4,120.0,2018-07-30,,0.0240136129886254,,,200.0
5,150.0,2018-07-30,,0.0237831781884312,,,200.0
6,180.0,2018-07-30,,0.0232323766646326,,,200.0
7,210.0,2018-07-30,,0.0230751908349449,,,200.0
8,240.0,2018-07-30,,0.0230070850458926,,,200.0
9,270.0,2018-07-30,,0.0230284483828943,,,200.0
10,300.0,2018-07-30,,0.0230284007161921,,,200.0
11,330.0,2018-07-30,,0.0230285523829114,,,200.0
12,360.0,2018-07-30,,0.0230142047138096,,,200.0
13,390.0,2018-07-30,,0.0230071847126034,,,200.0
14,420.0,2018-07-30,,0.0229928803768143,,,200.0
15,450.0,2018-07-30,,0.0230000000447035,,,200.0
16,480.0,2018-07-30,,0.0230000000447035,,,200.0
17,510.0,2018-07-30,,0.0230070807125586,,,200.0
18,540.0,2018-07-30,,0.0230285177162668,,,200.0
19,570.0,2018-07-31,,0.0230071197125927,,,200.0
20,600.0,2018-07-31,,0.0137036576165584,,,199.99593347766498
21,630.0,2018-07-31,,0.000835818705310367,,,199.980796252834
22,660.0,2018-07-31,,0.000398971434422347,,,199.965028779967
23,690.0,2018-07-31,,0.000164082785599069,,,200.269172514625
24,720.0,2018-07-31,,4.08705574968027e-05,,,200.31483079213402
25,750.0,2018-07-31,,1.3635278425418699e-05,,,200.323536223867
26,780.0,2018-07-31,,2.0466389860990198e-05,,,200.307755818053
27,810.0,2018-07-31,,0.0,,,200.29198450345402
28,840.0,2018-07-31,,0.0,,,200.276206083711
29,870.0,2018-07-31,,0.0,,,200.260432620838
30,900.0,2018-07-31,,0.0,,,200.26368252396801
31,930.0,2018-07-31,,0.0,,,200.251967198269
32,960.0,2018-07-31,,0.0,,,200.23619107935698
33,990.0,2018-07-31,,0.0,,,200.234635580924
34,1020.0,2018-07-31,,0.0,,,200.228521182473
35,1050.0,2018-07-31,,0.0,,,200.21274729788502
36,1080.0,2018-07-31,,0.0,,,200.21351650518997
37,1110.0,2018-07-31,,0.0,,,200.204531722827
38,1140.0,2018-07-31,,0.0,,,200.188756797513
39,1170.0,2018-07-31,,0.0,,,200.19078077343002
40,1200.0,2018-07-31,,0.0,,,200.17699459971297
41,1230.0,2018-07-31,,0.0,,,200.165130777433
42,1260.0,2018-07-31,,0.0,,,200.170440114337
43,1290.0,2018-07-31,,0.0,,,200.154661155279
44,1320.0,2018-07-31,,0.0,,,200.138884234231
45,1350.0,2018-07-31,,0.0,,,200.1403250009
46,1380.0,2018-07-31,,0.0,,,200.130648613086
47,1410.0,2018-07-31,,0.0,,,200.11487121748502
48,1440.0,2018-07-31,,0.0,,,200.099092335337
49,1470.0,2018-07-31,,0.0,,,200.099967747071
50,1500.0,2018-07-31,,0.0,,,200.091342738694
51,1530.0,2018-07-31,,0.0,,,200.07556348280102
52,1560.0,2018-07-31,,0.0,,,200.05978262685798
