,Time (min),Date,Bioreactor 15 - CER,Bioreactor 15 - Feed#1 flow rate,Bioreactor 15 - Off-gas CO2%,Bioreactor 15 - OUR,Bioreactor 15 - RQ,Bioreactor 15 - Volume
0,0.0,2018-07-30,,0.0,,,,100.0
1,30.0,2018-07-30,,0.0,,,,100.0
2,60.0,2018-07-30,,0.0,0.0140430898628504,,,100.0
3,90.0,2018-07-30,,0.0,0.0140000004321337,,,100.0
4,120.0,2018-07-30,,0.0,0.0138704837442376,,,100.0
5,150.0,2018-07-30,,0.0,0.0132885665213539,,,100.0
6,180.0,2018-07-30,,0.0,0.0130207243827845,,,100.0
7,210.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
8,240.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
9,270.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
10,300.0,2018-07-30,,0.0,0.0130070982694399,,,100.0
11,330.0,2018-07-30,,0.0,0.012992915267004001,,,100.0
12,360.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
13,390.0,2018-07-30,,0.0,0.0129929066003359,,,100.0
14,420.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
15,450.0,2018-07-30,,0.0,0.0129928892670275,,,100.0
16,480.0,2018-07-30,,0.0,0.0129644539288666,,,100.0
17,510.0,2018-07-30,,0.0,0.0129929022670019,,,100.0
18,540.0,2018-07-30,,0.0,0.0130000002682209,,,100.0
19,570.0,2018-07-31,,0.0,0.0129928762670254,,,100.0
20,600.0,2018-07-31,,0.0,0.00631722099234843,,,99.9959511294751
21,630.0,2018-07-31,,0.0,0.0,,,99.98080026613779
22,660.0,2018-07-31,,0.0,0.0,,,99.9650117214361
23,690.0,2018-07-31,,0.0,0.0,,,100.213511771738
24,720.0,2018-07-31,,0.0,0.0,,,100.348576085189
25,750.0,2018-07-31,,0.0,0.0,,,100.35940679719201
26,780.0,2018-07-31,,0.0,0.0,,,100.35183979489099
27,810.0,2018-07-31,,0.0,0.0,,,100.336068988021
28,840.0,2018-07-31,,0.0,0.0,,,100.320298734907
29,870.0,2018-07-31,,0.0,0.0,,,100.304527860392
30,900.0,2018-07-31,,0.0,0.0,,,100.288755828446
31,930.0,2018-07-31,,0.0,0.0,,,100.272984194184
32,960.0,2018-07-31,,0.0,0.0,,,100.25721435620599
33,990.0,2018-07-31,,0.0,0.0,,,100.241438165459
34,1020.0,2018-07-31,,0.0,0.0,,,100.22566230402
35,1050.0,2018-07-31,,0.0,0.0,,,100.209888984895
36,1080.0,2018-07-31,,0.0,0.0,,,100.19411429633101
37,1110.0,2018-07-31,,0.0,0.0,,,100.17834024443
38,1140.0,2018-07-31,,0.0,0.0,,,100.162568705948
39,1170.0,2018-07-31,0.0696864438498073,0.0,0.00411367123185284,1.20436865045813,0.0886735451387706,101.73967741492201
40,1200.0,2018-07-31,0.422037502381451,0.0,0.0311983956233118,1.80084563446626,0.23153013573644396,102.132672923165
41,1230.0,2018-07-31,0.9782172529330041,0.0,0.0723282015485813,2.50376038009023,0.38629021060469004,102.129373368225
42,1260.0,2018-07-31,2.0815992997996005,0.0,0.153880477635512,3.7470439259324997,0.5527329202797889,102.141114967644
43,1290.0,2018-07-31,3.6055895040125296,0.0,0.266661673518592,5.311499003092731,0.6768162779168421,102.15545710306
44,1320.0,2018-07-31,5.567522022262289,0.0,0.4117150897621379,7.1424486732948305,0.7790159061827621,102.171497761052
45,1350.0,2018-07-31,7.732656125561769,0.0,0.5718841819848121,9.74126539411669,0.7947085182755351,102.198063042816
46,1380.0,2018-07-31,9.21388012136925,0.0,0.681281003871536,10.7682946165022,0.8599456136200991,102.22362312712299
47,1410.0,2018-07-31,8.49795506685956,0.0,0.628177839598891,9.70507481473715,0.8756938486754459,102.23347045199199
48,1440.0,2018-07-31,8.589672304650989,0.0,0.6348457645442039,9.83643623131712,0.8734980343363209,102.238527800215
49,1470.0,2018-07-31,9.04583542714359,0.0,0.6686850803353559,10.2060885179016,0.8864812855557959,102.246342467395
50,1500.0,2018-07-31,9.40351431597704,0.0,0.6952790283266291,10.7662361330917,0.8736237585481909,102.269602254254
51,1530.0,2018-07-31,10.0999275657482,0.0,0.746784091419216,11.478238277334,0.879975390245073,102.294286005364
52,1560.0,2018-07-31,10.889551475667698,0.0,0.8051707273557099,12.347392789856,0.88186280243029,102.328226169069
53,1590.0,2018-07-31,11.6661729139489,0.0,0.8625813179100451,13.262820389245201,0.879713317939631,102.37207847614401
54,1620.0,2018-07-31,12.5582438949117,0.0,0.928418291838816,14.117858911419198,0.88976245741629,102.424428151653
