,Time (min),Date,Bioreactor 10 - CER,Bioreactor 10 - Off-gas CO2%,Bioreactor 10 - OUR,Bioreactor 10 - RQ,Bioreactor 10 - Volume
0,0.0,2018-07-30,,,,,105.27134611111099
1,30.0,2018-07-30,,,,,200.0
2,60.0,2018-07-30,,0.0314801872005634,,,200.0
3,90.0,2018-07-30,,0.0313134559619302,,,200.0
4,120.0,2018-07-30,,0.0309931775605052,,,200.0
5,150.0,2018-07-30,,0.030657249545768997,,,200.0
6,180.0,2018-07-30,,0.0302145731303072,,,200.0
7,210.0,2018-07-30,,0.0299894617721094,,,200.0
8,240.0,2018-07-30,,0.0300000946627689,,,200.0
9,270.0,2018-07-30,,0.0299928926615884,,,200.0
10,300.0,2018-07-30,,0.0299356059851706,,,200.0
11,330.0,2018-07-30,,0.030000029662786,,,200.0
12,360.0,2018-07-30,,0.029964366323357,,,200.0
13,390.0,2018-07-30,,0.0298506076372661,,,200.0
14,420.0,2018-07-30,,0.029738181019139998,,,200.0
15,450.0,2018-07-30,,0.0298194665644985,,,200.0
16,480.0,2018-07-30,,0.0298365286348472,,,200.0
17,510.0,2018-07-30,,0.0298860673101061,,,200.0
18,540.0,2018-07-30,,0.0299359396519197,,,200.0
19,570.0,2018-07-31,,0.0299644096566697,,,200.0
20,600.0,2018-07-31,,0.0186254591468503,,,199.995942917591
21,630.0,2018-07-31,,0.00248691747110426,,,199.980811578072
22,660.0,2018-07-31,,0.0020071370945585897,,,199.965046079731
23,690.0,2018-07-31,,0.0020000000949949,,,200.29718101849602
24,720.0,2018-07-31,,0.0020000000949949,,,200.34919942419498
25,750.0,2018-07-31,,0.0020000000949949,,,200.356359971654
26,780.0,2018-07-31,,0.0020000000949949,,,200.343398110321
27,810.0,2018-07-31,,0.0020000000949949,,,200.327622566051
28,840.0,2018-07-31,,0.0020000000949949,,,200.31184492871498
29,870.0,2018-07-31,,0.0020000000949949,,,200.29606973724998
30,900.0,2018-07-31,,0.0020000000949949,,,200.280293581601
31,930.0,2018-07-31,,0.0020000000949949,,,200.286379826317
32,960.0,2018-07-31,,0.0020000000949949,,,200.27116092132198
33,990.0,2018-07-31,,0.0020000000949949,,,200.255386615068
34,1020.0,2018-07-31,,0.0020000000949949,,,200.239610530129
35,1050.0,2018-07-31,,0.0020000000949949,,,200.223834452076
36,1080.0,2018-07-31,,0.0020000000949949,,,200.22691019336602
37,1110.0,2018-07-31,,0.0020000000949949,,,200.215729122868
38,1140.0,2018-07-31,,0.0020000000949949,,,200.199952064776
39,1170.0,2018-07-31,,0.0020000000949949,,,200.18417316817698
40,1200.0,2018-07-31,,0.0020000000949949,,,200.189254213089
41,1230.0,2018-07-31,,0.0020000000949949,,,200.175920824642
42,1260.0,2018-07-31,,0.0020000000949949,,,200.160137540347
43,1290.0,2018-07-31,,0.0020000000949949,,,200.146566478484
44,1320.0,2018-07-31,,0.0020000000949949,,,200.151975440718
45,1350.0,2018-07-31,,0.0020000000949949,,,200.136195132813
46,1380.0,2018-07-31,,0.0020000000949949,,,200.120411257345
47,1410.0,2018-07-31,,0.0020000000949949,,,200.114648284296
48,1440.0,2018-07-31,,0.0020000000949949,,,200.112256349261
49,1470.0,2018-07-31,,0.0020000000949949,,,200.09647194358
50,1500.0,2018-07-31,,0.0020000000949949,,,200.080687145552
51,1530.0,2018-07-31,,0.0020000000949949,,,200.08102731839298
52,1560.0,2018-07-31,,0.0020000000949949,,,200.07272724538998
53,1590.0,2018-07-31,,0.0020000000949949,,,200.056942620255
54,1620.0,2018-07-31,,0.0020000000949949,,,200.044190976353
